identifier	lang_code	language	kind	n_entries	n_canonical	n_extra	sahul_fauna	body_part	kinship_age	time_deixis	weather	dual_clusivity	has_dual	category
rosettaproject_spm_swadesh-1	spm	Sepen	transcription	23	23	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_srb_swadesh-1	srb	Sora	transcription	100	99	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_srl_swadesh-1	srl	Isirawa	transcription	476	362	46	4	15	5	4	1	3	1	sahul_extended
rosettaproject_srm_swadesh-1	srm	Saramaccan	transcription	112	112	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_srn_swadesh-1	srn	Sranan	transcription	177	177	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_srr_swadesh-1	srr	Serer-Sine	transcription	131	127	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_ssd_swadesh-1	ssd	Siroi	transcription	321	249	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_sse_swadesh-1	sse	Balangingi	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ssj_swadesh-1	ssj	Sausi	transcription	389	320	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_ssx_swadesh-1	ssx	Samberigi	transcription	234	215	17	0	4	3	1	0	5	1	extended_worldwide
rosettaproject_ssy_swadesh-1	ssy	Saho	transcription	95	92	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_stf_swadesh-1	stf	Seta	transcription	72	69	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_sua_swadesh-1	sua	Sulka	transcription	305	254	24	0	4	3	3	0	4	1	extended_worldwide
rosettaproject_sue_swadesh-1	sue	Suena	transcription	95	81	14	1	3	0	0	0	7	1	lightly_extended
rosettaproject_sui_swadesh-1	sui	Suki	transcription	268	209	27	4	11	4	0	0	0	0	sahul_extended
rosettaproject_sun_swadesh-1	sun	Sunda	transcription	203	197	6	0	0	0	0	0	0	0	core_swadesh
rosettaproject_suq_swadesh-1	suq	Suri	transcription	95	93	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_svs_swadesh-1	svs	Savosavo	transcription	535	437	50	1	13	4	4	2	7	1	extended_worldwide
rosettaproject_swe_swadesh-1	swe	Swedish	transcription	190	189	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_swm_swadesh-1	swm	Samosa	transcription	360	281	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_swn_swadesh-1	swn	Sawknah	transcription	64	53	11	0	3	2	1	0	0	0	extended_worldwide
rosettaproject_swt_swadesh-1	swt	Sawila	transcription	205	178	15	0	8	0	0	0	1	0	lightly_extended
rosettaproject_syc_swadesh-1	syc	Syriac	transcription	57	49	5	0	2	0	0	0	0	0	core_swadesh
rosettaproject_sys_swadesh-1	sys	Sinyar	transcription	55	55	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sza_swadesh-1	sza	Semelai	transcription	99	98	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_szb_swadesh-1	szb	Ngalum	transcription	33	32	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_szc_swadesh-1	szc	Semaq Beri	transcription	84	83	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_szp_swadesh-1	szp	Suabo	transcription	466	409	26	0	8	2	2	0	1	0	extended_worldwide
rosettaproject_szw_swadesh-1	szw	Sawai	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tad_swadesh-1	tad	Tause	transcription	543	470	32	5	9	0	2	2	2	1	sahul_extended
rosettaproject_tag_swadesh-1	tag	Tagoi	transcription	408	336	37	0	16	6	3	0	0	0	extended_worldwide
rosettaproject_tah_swadesh-1	tah	Tahitian	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tam_swadesh-1	tam	Tamil	transcription	117	112	5	0	0	0	0	0	2	1	core_swadesh
rosettaproject_tao_swadesh-1	tao	Yami	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tat_swadesh-1	tat	Tatar	transcription	204	203	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tay_swadesh-1	tay	Atayal	transcription	184	178	6	0	0	0	0	0	0	0	core_swadesh
rosettaproject_taz_swadesh-1	taz	Tocho	transcription	195	181	14	0	4	2	0	0	1	0	extended_worldwide
rosettaproject_tbc_swadesh-1	tbc	Takia	transcription	180	176	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tbd_swadesh-1	tbd	Kaki Ae	transcription	414	349	41	3	12	6	4	0	3	1	sahul_extended
rosettaproject_tbg_swadesh-1	tbg	Tairora, North	transcription	631	501	56	5	16	6	3	2	4	1	sahul_extended
rosettaproject_tbh_swadesh-1	tbh	Thurawal	transcription	123	83	20	2	4	3	0	0	6	1	sahul_extended
rosettaproject_tbi_swadesh-1	tbi	Gaam	transcription	82	80	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tbo_swadesh-1	tbo	Tawala	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tbp_swadesh-1	tbp	Diebroud	transcription	59	57	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_tbr_swadesh-1	tbr	Tumtum	transcription	306	282	16	0	4	2	0	0	1	0	extended_worldwide
rosettaproject_tbs_swadesh-1	tbs	Tanguat	transcription	18	17	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tbv_swadesh-1	tbv	Tobo	transcription	208	197	7	0	1	2	0	0	0	0	lightly_extended
rosettaproject_tby_swadesh-1	tby	Tabaru	transcription	171	135	29	1	8	4	0	0	1	0	extended_worldwide
rosettaproject_tcg_swadesh-1	tcg	Tamagario	transcription	178	166	10	2	1	0	0	0	0	0	sahul_extended
rosettaproject_tcm_swadesh-1	tcm	Tanahmerah	transcription	205	191	9	0	1	0	0	0	1	0	core_swadesh
rosettaproject_tcq_swadesh-1	tcq	Kaiy	transcription	199	174	24	1	8	0	2	2	0	0	extended_worldwide
rosettaproject_tcx_swadesh-1	tcx	Toda	transcription	85	83	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_tcy_swadesh-1	tcy	Tulu	transcription	104	101	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_tdr_swadesh-1	tdr	Todrah	transcription	95	94	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tds_swadesh-1	tds	Doutai	transcription	315	270	27	1	8	0	2	2	2	1	extended_worldwide
rosettaproject_tei_swadesh-1	tei	Torricelli	transcription	219	194	25	2	6	4	3	0	4	1	sahul_extended
rosettaproject_tel_swadesh-1	tel	Telugu	transcription	147	141	5	0	0	0	0	0	2	1	core_swadesh
rosettaproject_tem_swadesh-1	tem	Themne	transcription	447	357	46	1	17	6	3	1	0	0	extended_worldwide
rosettaproject_teo_swadesh-1	teo	Teso	transcription	6	6	0	0	0	0	0	0	0	0	stub
rosettaproject_teq_swadesh-1	teq	Temein	transcription	93	75	17	0	5	2	0	0	0	0	extended_worldwide
rosettaproject_teu_swadesh-1	teu	Soo	transcription	103	99	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_tey_swadesh-1	tey	Tulishi	transcription	299	267	19	0	6	4	0	0	2	1	extended_worldwide
rosettaproject_tgl_swadesh-2	tgl	Tagalog	transcription	293	286	6	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tgu_swadesh-1	tgu	Tanggu	transcription	110	93	16	1	1	1	3	0	3	1	lightly_extended
rosettaproject_tha_swadesh-1	tha	Thai	transcription	433	429	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_thd_swadesh-1	thd	Thayore	transcription	59	51	7	0	0	0	2	0	0	0	lightly_extended
rosettaproject_thv_swadesh-1	thv	Tamahaq, Tahaggart	transcription	298	244	40	0	15	6	3	2	0	0	extended_worldwide
rosettaproject_tic_swadesh-1	tic	Tira	transcription	178	163	12	0	4	0	0	0	4	1	lightly_extended
rosettaproject_tif_swadesh-1	tif	Tifal	transcription	51	46	4	0	1	1	0	0	0	0	core_swadesh
rosettaproject_tim_swadesh-1	tim	Timbe	transcription	234	223	8	0	1	2	0	0	0	0	lightly_extended
rosettaproject_tin_swadesh-1	tin	Tindi	transcription	112	109	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_tiw_swadesh-1	tiw	Tiwi	transcription	520	410	47	2	14	6	4	1	3	1	sahul_extended
rosettaproject_tlb_swadesh-1	tlb	Tobelo	transcription	416	347	43	1	13	6	3	2	1	0	extended_worldwide
rosettaproject_tlf_swadesh-1	tlf	Telefol	transcription	231	204	18	0	6	2	3	0	0	0	extended_worldwide
rosettaproject_tlg_swadesh-1	tlg	Tofanma	transcription	128	119	7	0	1	0	0	0	1	0	core_swadesh
rosettaproject_tlo_swadesh-1	tlo	Talodi	transcription	206	186	17	0	5	2	0	0	2	1	extended_worldwide
rosettaproject_tma_swadesh-1	tma	Tama	transcription	55	54	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tmd_swadesh-1	tmd	Haruai	transcription	344	295	27	3	6	4	3	0	5	1	sahul_extended
rosettaproject_tmj_swadesh-1	tmj	Samarokena	transcription	199	148	28	3	13	1	4	1	0	0	sahul_extended
rosettaproject_tnk_swadesh-1	tnk	Kwamera	transcription	182	178	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tnm_swadesh-1	tnm	Tabla	transcription	662	537	50	3	15	3	4	2	4	1	sahul_extended
rosettaproject_tnn_swadesh-1	tnn	Tanna, North	transcription	184	180	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tof_swadesh-1	tof	Gizrra	transcription	411	385	19	3	7	0	0	0	2	1	sahul_extended
rosettaproject_ton_swadesh-1	ton	Tongan	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tpi_swadesh-1	tpi	Tok Pisin	transcription	206	205	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tqo_swadesh-1	tqo	Toaripi	transcription	1062	877	59	4	16	6	4	2	6	1	sahul_extended
rosettaproject_tqu_swadesh-1	tqu	Touo	transcription	683	577	43	1	9	5	4	2	7	1	extended_worldwide
rosettaproject_trt_swadesh-1	trt	Tunggare	transcription	465	359	48	5	15	6	4	1	2	1	sahul_extended
rosettaproject_tsu_swadesh-1	tsu	Tsou	transcription	180	175	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tsx_swadesh-1	tsx	Mubami	transcription	302	267	25	2	10	2	0	0	5	1	sahul_extended
rosettaproject_ttd_swadesh-1	ttd	Tauade	transcription	272	219	30	0	10	2	4	0	3	1	extended_worldwide
rosettaproject_ttn_swadesh-1	ttn	Towei	transcription	105	99	6	0	1	0	0	0	0	0	core_swadesh
rosettaproject_ttr_swadesh-1	ttr	Tera	transcription	69	68	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tty_swadesh-1	tty	Sikaritai	transcription	424	346	36	4	13	0	3	2	0	0	sahul_extended
rosettaproject_tuh_swadesh-1	tuh	Taulil	transcription	363	306	24	0	4	6	4	0	4	1	extended_worldwide
rosettaproject_tuq_swadesh-1	tuq	Tedaga	transcription	463	422	20	0	5	2	0	0	2	1	extended_worldwide
rosettaproject_tur_swadesh-1	tur	Turkish	transcription	241	240	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_tuv_swadesh-1	tuv	Turkana	transcription	103	100	3	0	0	1	0	0	0	0	core_swadesh
rosettaproject_tvo_swadesh-1	tvo	Tidore	transcription	509	401	49	2	15	6	3	2	2	1	sahul_extended
rosettaproject_twe_swadesh-1	twe	Tewa	transcription	386	332	13	0	8	0	0	0	0	0	lightly_extended
rosettaproject_tww_swadesh-1	tww	Tuwari	transcription	162	134	27	3	5	4	3	0	4	1	sahul_extended
rosettaproject_txt_swadesh-1	txt	Citak	transcription	291	206	42	2	15	4	3	2	0	0	sahul_extended
rosettaproject_typ_swadesh-1	typ	Thaypan	transcription	109	88	16	2	6	1	0	0	3	1	sahul_extended
rosettaproject_tzm_swadesh-1	tzm	Tamazight, Central Atlas	transcription	26	20	6	0	1	0	1	0	0	0	core_swadesh
rosettaproject_tzx_swadesh-1	tzx	Tabriak	transcription	55	45	8	1	0	0	2	0	2	1	lightly_extended
rosettaproject_uar_swadesh-1	uar	Tairuma	transcription	333	291	27	2	10	2	2	0	1	0	sahul_extended
rosettaproject_ubu_swadesh-1	ubu	Umbu-Ungu	transcription	183	158	18	2	2	4	0	1	2	1	sahul_extended
rosettaproject_udu_swadesh-1	udu	Uduk	transcription	199	187	11	0	0	1	0	0	2	1	core_swadesh
rosettaproject_ufi_swadesh-1	ufi	Ufim	transcription	50	46	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_uhn_swadesh-1	uhn	Damal	transcription	276	250	18	1	8	2	0	0	1	0	extended_worldwide
rosettaproject_ukg_swadesh-1	ukg	Ukuriguma	transcription	339	261	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_ulf_swadesh-1	ulf	Usku	transcription	126	117	7	0	1	0	0	0	1	0	core_swadesh
rosettaproject_ulk_swadesh-1	ulk	Meriam	transcription	99	77	14	0	2	3	3	1	2	1	extended_worldwide
rosettaproject_umd_swadesh-1	umd	Umbindhamu	transcription	1	1	0	0	0	0	0	0	0	0	stub
rosettaproject_umg_swadesh-1	umg	Umbuygamu	transcription	16	15	1	0	0	1	0	0	0	0	core_swadesh
rosettaproject_umr_swadesh-1	umr	Umbugarla	transcription	223	155	43	5	15	4	4	2	5	1	sahul_extended
rosettaproject_ung_swadesh-1	ung	Ngarinyin	transcription	646	517	57	5	17	5	4	2	6	1	sahul_extended
rosettaproject_unp_swadesh-1	unp	Worora	transcription	17	14	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_urc_swadesh-1	urc	Urningangg	transcription	236	186	43	5	14	6	2	2	0	0	sahul_extended
rosettaproject_urd_swadesh-1	urd	Urdu	transcription	200	199	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_urf_swadesh-1	urf	Uradhi	transcription	66	55	11	0	4	0	0	0	5	1	lightly_extended
rosettaproject_urg_swadesh-1	urg	Urigina	transcription	383	298	40	4	13	4	3	2	0	0	sahul_extended
rosettaproject_uri_swadesh-1	uri	Urim	transcription	303	266	27	2	6	4	3	0	5	1	sahul_extended
rosettaproject_urw_swadesh-1	urw	Sop	transcription	407	324	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_urx_swadesh-1	urx	Urimo	transcription	467	373	30	3	7	4	3	0	5	1	sahul_extended
rosettaproject_ury_swadesh-1	ury	Orya	transcription	838	664	54	5	18	2	4	2	2	1	sahul_extended
rosettaproject_usa_swadesh-1	usa	Usarufa	transcription	59	49	9	0	2	2	0	0	3	1	lightly_extended
rosettaproject_usu_swadesh-1	usu	Uya	transcription	363	286	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_utu_swadesh-1	utu	Utu	transcription	362	280	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_uvh_swadesh-1	uvh	Uri	transcription	52	49	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_uwa_swadesh-1	uwa	Kuku-Uwanh	transcription	246	180	49	5	17	4	4	2	6	1	sahul_extended
rosettaproject_vam_swadesh-1	vam	Vanimo	transcription	288	246	30	2	7	4	3	0	5	1	sahul_extended
rosettaproject_van_swadesh-1	van	Valman	transcription	144	127	13	0	6	0	0	0	0	0	lightly_extended
rosettaproject_vie_swadesh-1	vie	Vietnamese	transcription	100	99	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_vmi_swadesh-1	vmi	Miwa	transcription	18	14	4	2	1	0	0	0	0	0	sahul_extended
rosettaproject_wal_swadesh-1	wal	Wolaytta	transcription	152	145	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_wax_swadesh-1	wax	Marangis	transcription	57	53	4	0	1	0	1	0	0	0	core_swadesh
rosettaproject_wba_swadesh-1	wba	Warao	transcription	129	129	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_wbe_swadesh-1	wbe	Waritai	transcription	300	259	25	1	8	0	2	2	0	0	extended_worldwide
rosettaproject_wbj_swadesh-1	wbj	Alagwa	transcription	182	157	24	0	9	2	3	1	0	0	extended_worldwide
rosettaproject_wbp_swadesh-1	wbp	Warlpiri	transcription	113	80	19	1	2	2	2	0	6	1	extended_worldwide
rosettaproject_wbv_swadesh-1	wbv	Wajarri	transcription	264	202	41	4	15	4	1	1	6	1	sahul_extended
rosettaproject_wdg_swadesh-1	wdg	Wadaginam	transcription	374	302	34	4	10	2	3	1	0	0	sahul_extended
rosettaproject_wdj_swadesh-1	wdj	Wadjiginy	transcription	179	145	27	5	7	0	3	0	6	1	sahul_extended
rosettaproject_wer_swadesh-1	wer	Weri	transcription	79	62	17	0	3	2	3	0	4	1	extended_worldwide
rosettaproject_wfg_swadesh-1	wfg	Zorop	transcription	310	283	12	3	1	0	0	0	1	0	sahul_extended
rosettaproject_wgi_swadesh-1	wgi	Wahgi	transcription	342	292	15	2	2	3	1	0	0	0	sahul_extended
rosettaproject_wgy_swadesh-1	wgy	Warrgamay	transcription	369	266	53	5	15	6	3	2	4	1	sahul_extended
rosettaproject_wii_swadesh-1	wii	Minidien	transcription	63	61	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_wim_swadesh-1	wim	Wik-Mungkan	transcription	94	80	13	3	7	0	0	0	0	0	sahul_extended
rosettaproject_wiu_swadesh-1	wiu	Wiru	transcription	178	157	18	0	5	3	1	0	5	1	extended_worldwide
rosettaproject_wka_swadesh-1	wka	Kw'adza	transcription	168	143	22	0	12	2	3	1	0	0	extended_worldwide
rosettaproject_wkw_swadesh-1	wkw	Wakawaka	transcription	329	248	37	3	9	5	3	2	3	1	sahul_extended
rosettaproject_wla_swadesh-1	wla	Walio	transcription	155	123	18	4	8	2	1	0	0	0	sahul_extended
rosettaproject_wlg_swadesh-1	wlg	Kunbarlang	transcription	233	179	46	5	15	6	3	2	0	0	sahul_extended
rosettaproject_wli_swadesh-1	wli	Waioli	transcription	82	72	10	1	1	2	0	0	1	0	lightly_extended
rosettaproject_wlo_swadesh-1	wlo	Wolio	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_wlu_swadesh-1	wlu	Wuliwuli	transcription	51	40	8	0	0	0	1	0	3	1	core_swadesh
rosettaproject_wlw_swadesh-1	wlw	Walak	transcription	127	121	6	0	1	2	0	0	0	0	lightly_extended
rosettaproject_wmb_swadesh-1	wmb	Wambaya	transcription	380	290	51	5	16	4	4	2	6	1	sahul_extended
rosettaproject_wmc_swadesh-1	wmc	Wamas	transcription	367	276	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_wmo_swadesh-1	wmo	Wom	transcription	285	238	24	2	5	4	3	0	4	1	sahul_extended
rosettaproject_wms_swadesh-1	wms	Wambon	transcription	287	230	43	1	16	5	2	2	0	0	extended_worldwide
rosettaproject_wmt_swadesh-1	wmt	Walmajarri	transcription	29	20	9	2	0	0	0	0	6	1	sahul_extended
rosettaproject_wnb_swadesh-1	wnb	Wanambre	transcription	366	288	38	4	12	2	3	2	0	0	sahul_extended
rosettaproject_wnc_swadesh-1	wnc	Wantoat	transcription	188	176	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_wnd_swadesh-1	wnd	Wandarang	transcription	519	395	55	5	17	6	3	2	6	1	sahul_extended
rosettaproject_wno_swadesh-1	wno	Wano	transcription	107	106	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_wnp_swadesh-1	wnp	Wanap	transcription	83	80	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_wnu_swadesh-1	wnu	Usan	transcription	369	293	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_woa_swadesh-1	woa	Tyaraity	transcription	135	108	24	5	7	0	3	0	3	1	sahul_extended
rosettaproject_wod_swadesh-1	wod	Wolani	transcription	116	113	3	0	2	0	0	0	0	0	core_swadesh
rosettaproject_woe_swadesh-1	woe	Woleaian	transcription	179	175	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_wog_swadesh-1	wog	Wogamusin	transcription	98	84	7	0	2	0	0	0	4	1	core_swadesh
rosettaproject_woi_swadesh-1	woi	Kamang	transcription	614	533	19	0	8	0	0	0	3	1	lightly_extended
rosettaproject_wra_swadesh-1	wra	Warapu	transcription	201	168	28	2	7	4	3	0	4	1	sahul_extended
rosettaproject_wrb_swadesh-1	wrb	Warluwara	transcription	30	20	7	0	1	0	0	0	6	1	core_swadesh
rosettaproject_wrh_swadesh-1	wrh	Wiradhuri	transcription	63	55	8	2	4	0	0	0	2	1	sahul_extended
rosettaproject_wrn_swadesh-1	wrn	Warnang	transcription	158	155	2	0	2	0	0	0	0	0	core_swadesh
rosettaproject_wrr_swadesh-1	wrr	Wardaman	transcription	354	284	48	5	14	5	4	2	5	1	sahul_extended
rosettaproject_wrs_swadesh-1	wrs	Waris	transcription	862	749	42	4	11	1	4	2	3	1	sahul_extended
rosettaproject_wrv_swadesh-1	wrv	Waruna	transcription	238	177	42	3	16	5	2	1	1	0	sahul_extended
rosettaproject_wrz_swadesh-1	wrz	Waray	transcription	220	156	30	4	11	4	4	2	0	0	sahul_extended
rosettaproject_wsa_swadesh-1	wsa	Warembori	transcription	323	275	31	2	5	4	3	2	6	1	sahul_extended
rosettaproject_wsk_swadesh-1	wsk	Waskia	transcription	372	298	38	3	11	4	3	2	0	0	sahul_extended
rosettaproject_wtf_swadesh-1	wtf	Dumpu	transcription	326	261	38	4	13	4	3	0	0	0	sahul_extended
rosettaproject_wti_swadesh-1	wti	Berta	transcription	400	365	24	0	9	4	0	0	0	0	extended_worldwide
rosettaproject_wub_swadesh-1	wub	Wunambal	transcription	27	22	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_wul_swadesh-1	wul	Silimo	transcription	248	207	32	1	11	5	3	1	2	1	extended_worldwide
rosettaproject_wut_swadesh-1	wut	Wutung	transcription	178	163	13	2	3	2	0	0	1	0	sahul_extended
rosettaproject_wux_swadesh-1	wux	Wulna	transcription	149	117	17	0	8	2	2	1	0	0	extended_worldwide
rosettaproject_wyb_swadesh-1	wyb	Wangaaybuwan-Ngiyambaa	transcription	235	186	41	2	11	4	3	2	5	1	sahul_extended
rosettaproject_wyy_swadesh-1	wyy	Fijian, Western	transcription	182	178	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_xam_swadesh-1	xam	/Xam	transcription	294	256	27	0	13	2	2	0	2	1	extended_worldwide
rosettaproject_xan_swadesh-1	xan	Xamtanga	transcription	94	91	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_xar_swadesh-1	xar	Karami	transcription	71	55	15	3	7	0	0	0	0	0	sahul_extended
rosettaproject_xau_swadesh-1	xau	Kauwera	transcription	244	187	37	3	16	4	1	2	0	0	sahul_extended
rosettaproject_xeg_swadesh-1	xeg	//Xegwi	transcription	376	323	33	0	14	2	3	2	2	1	extended_worldwide
rosettaproject_xel_swadesh-1	xel	Kelo	transcription	299	275	20	0	3	4	2	0	0	0	extended_worldwide
rosettaproject_xes_swadesh-1	xes	Kesawai	transcription	334	272	40	4	13	4	3	2	0	0	sahul_extended
rosettaproject_xeu_swadesh-1	xeu	Keoru-Ahia	transcription	256	229	10	1	1	1	2	0	1	0	lightly_extended
rosettaproject_xii_swadesh-1	xii	Xiri	transcription	50	44	6	0	1	2	0	1	0	0	lightly_extended
rosettaproject_xla_swadesh-1	xla	Kamula	transcription	287	266	16	3	5	1	2	0	1	0	sahul_extended
rosettaproject_xmu_swadesh-1	xmu	Kamu	transcription	125	98	24	5	7	0	3	0	3	1	sahul_extended
rosettaproject_xod_swadesh-1	xod	Kokoda	transcription	136	123	9	0	2	0	0	0	2	1	core_swadesh
rosettaproject_xom_swadesh-1	xom	Komo	transcription	220	205	13	0	1	2	0	0	2	1	lightly_extended
rosettaproject_xop_swadesh-1	xop	Kopar	transcription	158	133	15	1	4	4	2	0	0	0	extended_worldwide
rosettaproject_xow_swadesh-1	xow	Kowaki	transcription	355	286	36	4	11	4	3	0	0	0	sahul_extended
rosettaproject_xrw_swadesh-1	xrw	Karawa	transcription	70	68	2	0	1	0	0	0	0	0	core_swadesh
rosettaproject_xse_swadesh-1	xse	Sempan	transcription	160	132	19	0	7	2	3	1	0	0	extended_worldwide
rosettaproject_xsp_swadesh-1	xsp	Silopi	transcription	357	280	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_xtc_swadesh-1	xtc	Katcha-Kadugli-Miri	transcription	825	747	23	0	6	4	0	0	2	1	extended_worldwide
rosettaproject_xte_swadesh-1	xte	Ketengban	transcription	155	142	8	0	2	0	2	0	0	0	lightly_extended
rosettaproject_xwg_swadesh-1	xwg	Kwegu	transcription	95	93	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ybm_swadesh-1	ybm	Yaben	transcription	370	282	39	4	11	4	3	2	0	0	sahul_extended
rosettaproject_ybo_swadesh-1	ybo	Yabong	transcription	385	299	42	4	13	2	3	2	3	1	sahul_extended
rosettaproject_ybx_swadesh-1	ybx	Yawiyo	transcription	83	68	15	2	8	2	1	0	0	0	sahul_extended
rosettaproject_yby_swadesh-1	yby	Yaweyuha	transcription	274	221	33	3	10	4	3	0	4	1	sahul_extended
rosettaproject_ydd_swadesh-1	ydd	Yiddish, Eastern	transcription	209	208	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ydk_swadesh-1	ydk	Yoidik	transcription	370	297	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_yee_swadesh-1	yee	Yimas	transcription	331	278	34	4	8	2	4	0	4	1	sahul_extended
rosettaproject_yev_swadesh-1	yev	Yapunda	transcription	20	20	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_yey_swadesh-1	yey	Yeyi	transcription	79	79	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ygr_swadesh-1	ygr	Yagaria	transcription	206	172	25	2	5	4	3	0	4	1	sahul_extended
rosettaproject_ygw_swadesh-1	ygw	Yagwoia	transcription	101	98	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_yii_swadesh-1	yii	Yidiny	transcription	247	198	36	2	8	5	4	1	2	1	sahul_extended
rosettaproject_yij_swadesh-1	yij	Yindjibarndi	transcription	329	255	51	3	15	4	3	2	6	1	sahul_extended
rosettaproject_yis_swadesh-1	yis	Yis	transcription	72	69	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_yki_swadesh-1	yki	Yoke	transcription	180	149	19	1	7	2	2	0	3	1	extended_worldwide
rosettaproject_ykr_swadesh-1	ykr	Yekora	transcription	59	55	4	0	0	0	0	0	3	1	core_swadesh
rosettaproject_yle_swadesh-1	yle	Yele	transcription	1131	915	50	1	16	6	4	0	5	1	extended_worldwide
rosettaproject_ylg_swadesh-1	ylg	Yelogu	transcription	304	265	22	0	8	2	0	0	4	1	extended_worldwide
rosettaproject_yli_swadesh-1	yli	Yali, Angguruk	transcription	66	65	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_yll_swadesh-1	yll	Yil	transcription	71	68	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_ymb_swadesh-1	ymb	Yambes	transcription	367	327	26	2	7	4	3	0	4	1	sahul_extended
rosettaproject_ynl_swadesh-1	ynl	Yangulam	transcription	332	252	39	3	13	4	3	0	3	1	sahul_extended
rosettaproject_yon_swadesh-1	yon	Yonggom	transcription	220	193	18	3	6	2	0	0	0	0	sahul_extended
rosettaproject_yrb_swadesh-1	yrb	Yareba	transcription	183	156	18	1	2	3	3	0	3	1	extended_worldwide
rosettaproject_yrw_swadesh-1	yrw	Yarawata	transcription	357	281	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_yss_swadesh-1	yss	Yessan-Mayo	transcription	108	98	7	0	1	0	1	0	3	1	core_swadesh
